Timestamp,Command
1700689538935,KNOCK:1424
1700689538937,KNOCK:1552
1700689538941,KNOCK:736
1700689538946,KNOCK:128
1700689538949,KNOCK:592
1700689538951,KNOCK:1680
1700689538953,KNOCK:272
1700689538954,KNOCK:1120
1700689538957,KNOCK:320
1700689538959,KNOCK:704
1700689538964,KNOCK:272
1700689538965,KNOCK:960
1700689538968,KNOCK:960
1700689538970,KNOCK:736
1700689538972,KNOCK:224
1700689538979,KNOCK:48
1700689538981,KNOCK:688
1700689538983,KNOCK:1456
1700689538984,KNOCK:2080
1700689538986,KNOCK:832
1700689538989,EXTCMD:CC:111:15:7
1700689538991,CC:111:15:7
1700689538991,KNOCK:944
1700689538998,KNOCK:960
1700689538999,KNOCK:544
1700689539001,KNOCK:1696
1700689539003,KNOCK:1392
1700689539004,KNOCK:704
1700689539008,KNOCK:944
1700689539015,KNOCK:768
1700689539017,KNOCK:848
1700689539019,KNOCK:1824
1700689539020,KNOCK:1152
1700689539022,KNOCK:272
1700689539023,KNOCK:144
1700689539030,KNOCK:400
1700689539032,KNOCK:1184
1700689539033,KNOCK:1936
1700689539035,KNOCK:976
1700689539037,KNOCK:1152
1700689539038,KNOCK:16
1700689539041,KNOCK:80
1700689539047,KNOCK:224
1700689539049,KNOCK:1328
1700689539051,KNOCK:1696
1700689539052,KNOCK:80
1700689539054,KNOCK:544
1700689539055,KNOCK:992
1700689539058,KNOCK:1040
1700689539060,KNOCK:1200
1700689539063,KNOCK:224
1700689539065,KNOCK:1408
1700689539067,KNOCK:2080
1700689539069,KNOCK:1792
1700689539071,KNOCK:672
1700689539072,KNOCK:528
1700689539074,KNOCK:256
1700689539076,KNOCK:576
1700689539080,KNOCK:464
1700689539081,KNOCK:864
1700689539084,KNOCK:1136
1700689539086,KNOCK:1536
1700689539087,KNOCK:1136
1700689539089,KNOCK:96
1700689539091,KNOCK:384
1700689539096,KNOCK:272
1700689539098,KNOCK:1392
1700689539100,KNOCK:848
1700689539102,KNOCK:2240
1700689539103,KNOCK:1248
1700689539106,KNOCK:352
1700689539115,KNOCK:288
1700689539116,KNOCK:64
1700689539118,KNOCK:1040
1700689539120,KNOCK:816
1700689539122,KNOCK:1088
1700689539124,KNOCK:1072
1700689539126,KNOCK:816
1700689539127,KNOCK:336
1700689539130,KNOCK:160
1700689539133,KNOCK:1216
1700689539136,KNOCK:1600
1700689539137,KNOCK:544
1700689539139,KNOCK:480
1700689539147,KNOCK:720
1700689539151,KNOCK:848
1700689539152,KNOCK:272
1700689539154,KNOCK:1280
1700689539158,KNOCK:1264
1700689539159,KNOCK:32
1700689539166,KNOCK:704
1700689539167,KNOCK:1344
1700689539169,KNOCK:1456
1700689539171,KNOCK:944
1700689539172,KNOCK:544
1700689539174,KNOCK:720
1700689539176,KNOCK:48
1700689539182,KNOCK:16
1700689539184,KNOCK:672
1700689539185,KNOCK:960
1700689539186,KNOCK:992
1700689539188,KNOCK:1216
1700689539190,KNOCK:384
1700689539196,KNOCK:192
1700689539198,KNOCK:704
1700689539200,KNOCK:2080
1700689539203,KNOCK:944
1700689539209,KNOCK:640
1700689539211,KNOCK:128
1700689539215,KNOCK:816
1700689539218,KNOCK:496
1700689539219,KNOCK:1680
1700689539220,KNOCK:1216
1700689539222,KNOCK:912
1700689539224,KNOCK:32
1700689539231,KNOCK:1312
1700689539233,KNOCK:608
1700689539236,KNOCK:1536
1700689539238,KNOCK:1376
1700689539247,KNOCK:464
1700689539249,KNOCK:304
1700689539251,KNOCK:48
1700689539252,KNOCK:1840
1700689539253,KNOCK:720
1700689539255,KNOCK:192
1700689539257,KNOCK:384
1700689539261,KNOCK:32
1700689539263,KNOCK:160
1700689539264,KNOCK:544
1700689539266,KNOCK:928
1700689539268,KNOCK:704
1700689539270,KNOCK:1456
1700689539271,KNOCK:1856
1700689539273,KNOCK:592
1700689539275,KNOCK:320
1700689539279,KNOCK:448
1700689539281,KNOCK:1120
1700689539283,KNOCK:48
1700689539285,KNOCK:160
1700689539287,KNOCK:864
1700689539289,KNOCK:384
1700689539290,KNOCK:816
1700689539298,KNOCK:16
1700689539300,KNOCK:80
1700689539301,KNOCK:560
1700689539303,KNOCK:1536
1700689539304,KNOCK:1568
1700689539306,KNOCK:448
1700689539310,KNOCK:544
1700689539316,KNOCK:640
1700689539318,KNOCK:1712
1700689539320,KNOCK:448
1700689539321,KNOCK:352
1700689539323,KNOCK:320
1700689539327,KNOCK:336
1700689539333,KNOCK:672
1700689539334,KNOCK:1840
1700689539336,KNOCK:528
1700689539338,KNOCK:704
1700689539339,KNOCK:1152
1700689539347,KNOCK:512
1700689539350,KNOCK:2128
1700689539353,KNOCK:1744
1700689539354,KNOCK:656
1700689539357,KNOCK:560
1700689539361,KNOCK:256
1700689539364,KNOCK:480
1700689539367,KNOCK:992
1700689539369,KNOCK:1696
1700689539371,KNOCK:1328
1700689539372,KNOCK:1056
1700689539377,KNOCK:480
1700689539380,KNOCK:208
1700689539382,KNOCK:544
1700689539383,KNOCK:912
1700689539385,KNOCK:1376
1700689539386,KNOCK:1024
1700689539389,KNOCK:32
1700689539399,KNOCK:992
1700689539401,KNOCK:1184
1700689539403,KNOCK:1728
1700689539404,KNOCK:1056
1700689539405,KNOCK:928
1700689539409,KNOCK:432
1700689539413,KNOCK:128
1700689539415,KNOCK:1024
1700689539419,KNOCK:512
1700689539421,KNOCK:1248
1700689539425,KNOCK:16
1700689539427,KNOCK:576
1700689539432,KNOCK:736
1700689539434,KNOCK:1248
1700689539436,KNOCK:352
1700689539438,KNOCK:1200
1700689539439,KNOCK:976
1700689539449,KNOCK:816
1700689539450,KNOCK:1744
1700689539452,KNOCK:1168
1700689539453,KNOCK:784
1700689539455,KNOCK:832
1700689539457,KNOCK:128
1700689539466,KNOCK:1296
1700689539467,KNOCK:592
1700689539469,KNOCK:1712
1700689539470,KNOCK:1296
1700689539472,KNOCK:1232
1700689539476,KNOCK:896
1700689539480,KNOCK:528
1700689539483,KNOCK:1696
1700689539486,KNOCK:640
1700689539487,KNOCK:1152
1700689539489,KNOCK:1072
1700689539499,KNOCK:160
1700689539501,KNOCK:1120
1700689539503,KNOCK:1984
1700689539504,KNOCK:576
1700689539506,KNOCK:944
1700689539508,KNOCK:80
1700689539509,KNOCK:848
1700689539510,KNOCK:256
1700689539515,KNOCK:848
1700689539516,KNOCK:1808
1700689539518,KNOCK:64
1700689539520,KNOCK:560
1700689539521,KNOCK:1120
1700689539523,KNOCK:64
1700689539530,KNOCK:704
1700689539533,KNOCK:560
1700689539534,KNOCK:720
1700689539536,KNOCK:752
1700689539537,KNOCK:944
1700689539539,KNOCK:1216
1700689539548,KNOCK:96
1700689539550,KNOCK:224
1700689539551,KNOCK:1280
1700689539553,KNOCK:672
1700689539555,KNOCK:752
1700689539557,KNOCK:320
1700689539560,KNOCK:1056
1700689539564,KNOCK:560
1700689539566,KNOCK:1616
1700689539568,KNOCK:656
1700689539569,KNOCK:1136
1700689539571,KNOCK:320
1700689539572,KNOCK:64
1700689539576,KNOCK:1328
1700689539581,KNOCK:976
1700689539584,KNOCK:416
1700689539585,KNOCK:400
1700689539587,KNOCK:1024
1700689539588,KNOCK:1024
1700689539590,KNOCK:944
1700689539592,KNOCK:32
1700689539597,KNOCK:608
1700689539598,KNOCK:528
1700689539601,KNOCK:976
1700689539602,KNOCK:1792
1700689539604,KNOCK:816
1700689539606,KNOCK:1504
1700689539607,KNOCK:720
1700689539610,KNOCK:304
1700689539615,KNOCK:544
1700689539618,KNOCK:816
1700689539619,KNOCK:816
1700689539621,KNOCK:1216
1700689539624,KNOCK:80
1700689539624,KNOCK:272
1700689539630,KNOCK:480
1700689539631,KNOCK:1024
1700689539635,KNOCK:1808
1700689539636,KNOCK:1264
1700689539638,KNOCK:384
1700689539640,KNOCK:976
1700689539647,KNOCK:496
1700689539651,KNOCK:1312
1700689539652,KNOCK:1184
1700689539654,KNOCK:1232
1700689539655,KNOCK:848
1700689539657,KNOCK:608
1700689539664,KNOCK:656
1700689539665,KNOCK:1104
1700689539667,KNOCK:1408
1700689539668,KNOCK:1440
1700689539670,KNOCK:1616
1700689539672,KNOCK:1232
1700689539673,KNOCK:608
1700689539678,KNOCK:464
1700689539681,KNOCK:944
1700689539683,KNOCK:1024
1700689539685,KNOCK:1568
1700689539686,KNOCK:1024
1700689539688,KNOCK:1168
1700689539690,KNOCK:544
1700689539691,KNOCK:416
1700689539699,KNOCK:1168
1700689539700,KNOCK:720
1700689539702,KNOCK:928
1700689539704,KNOCK:576
1700689539705,KNOCK:1520
1700689539707,KNOCK:304
1700689539709,KNOCK:304
1700689539712,KNOCK:80
1700689539715,KNOCK:1168
1700689539717,KNOCK:1520
1700689539719,KNOCK:64
1700689539720,KNOCK:1328
1700689539722,KNOCK:224
1700689539727,KNOCK:48
1700689539730,KNOCK:896
1700689539732,KNOCK:208
1700689539734,KNOCK:1920
1700689539735,KNOCK:1264
1700689539737,KNOCK:928
1700689539739,KNOCK:816
1700689539743,KNOCK:704
1700689539754,KNOCK:1072
1700689539755,KNOCK:32
1700689539760,KNOCK:1824
1700689539763,KNOCK:384
1700689539766,KNOCK:688
1700689539769,KNOCK:1504
1700689539770,KNOCK:1424
1700689539772,KNOCK:1152
1700689539774,KNOCK:720
1700689539775,KNOCK:160
1700689539780,KNOCK:48
1700689539782,KNOCK:256
1700689539784,KNOCK:1616
1700689539785,KNOCK:688
1700689539787,KNOCK:640
1700689539788,KNOCK:960
1700689539792,KNOCK:384
1700689539796,KNOCK:688
1700689539801,KNOCK:1936
1700689539803,KNOCK:1440
1700689539805,KNOCK:208
1700689539813,KNOCK:64
1700689539815,KNOCK:256
1700689539817,KNOCK:1824
1700689539818,KNOCK:1936
1700689539820,KNOCK:912
1700689539822,KNOCK:1552
1700689539823,KNOCK:272
1700689539825,KNOCK:336
1700689539829,KNOCK:48
1700689539832,KNOCK:1200
1700689539833,KNOCK:1616
1700689539835,KNOCK:1856
1700689539836,KNOCK:1056
1700689539839,KNOCK:1184
1700689539844,KNOCK:304
1700689539846,KNOCK:160
1700689539850,KNOCK:608
1700689539852,KNOCK:1168
1700689539853,KNOCK:800
1700689539855,KNOCK:944
1700689539866,KNOCK:1328
1700689539867,KNOCK:1712
1700689539869,KNOCK:2128
1700689539871,KNOCK:1072
1700689539872,KNOCK:1168
1700689539874,KNOCK:576
1700689539881,KNOCK:816
1700689539883,KNOCK:1456
1700689539885,KNOCK:2048
1700689539887,KNOCK:1104
1700689539889,KNOCK:64
1700689539900,KNOCK:128
1700689539901,KNOCK:1744
1700689539903,KNOCK:1536
1700689539904,KNOCK:352
1700689539906,KNOCK:1280
1700689539914,KNOCK:384
1700689539915,KNOCK:32
1700689539917,KNOCK:816
1700689539918,KNOCK:2144
1700689539920,KNOCK:1040
1700689539923,KNOCK:336
1700689539925,KNOCK:560
1700689539931,KNOCK:560
1700689539932,KNOCK:352
1700689539935,KNOCK:784
1700689539937,KNOCK:976
1700689539939,KNOCK:144
1700689539945,KNOCK:80
1700689539948,KNOCK:640
1700689539949,KNOCK:400
1700689539952,KNOCK:800
1700689539953,KNOCK:832
1700689539956,KNOCK:1088
1700689539958,KNOCK:1024
1700689539963,KNOCK:320
1700689539967,KNOCK:176
1700689539968,KNOCK:2000
1700689539970,KNOCK:1344
1700689539972,KNOCK:1328
1700689539981,KNOCK:528
1700689539983,KNOCK:2000
1700689539984,KNOCK:2000
1700689539986,KNOCK:1696
1700689539988,KNOCK:448
1700689539991,KNOCK:720
1700689539998,KNOCK:816
1700689540000,KNOCK:1632
1700689540001,KNOCK:144
1700689540003,KNOCK:1168
1700689540005,KNOCK:1104
1700689540006,KNOCK:1296
1700689540015,KNOCK:1152
1700689540016,KNOCK:1808
1700689540018,KNOCK:192
1700689540019,KNOCK:1376
1700689540021,KNOCK:400
1700689540023,KNOCK:656
1700689540025,KNOCK:192
1700689540030,KNOCK:400
1700689540032,KNOCK:672
1700689540034,KNOCK:1104
1700689540036,KNOCK:1536
1700689540037,KNOCK:672
1700689540049,KNOCK:208
1700689540051,KNOCK:1184
1700689540052,KNOCK:944
1700689540054,KNOCK:1248
1700689540055,KNOCK:48
1700689540057,KNOCK:864
1700689540060,KNOCK:32
1700689540063,KNOCK:288
1700689540065,KNOCK:960
1700689540066,KNOCK:928
1700689540068,KNOCK:1536
1700689540070,KNOCK:1488
1700689540071,KNOCK:592
1700689540072,KNOCK:1088
1700689540075,KNOCK:176
1700689540081,KNOCK:1072
1700689540082,KNOCK:32
1700689540084,KNOCK:1488
1700689540086,KNOCK:1152
1700689540090,EXTCMD:CC:111:15:3
1700689540090,CC:111:15:3
1700689540094,KNOCK:128
1700689540100,KNOCK:1520
1700689540102,KNOCK:464
1700689540103,KNOCK:736
1700689540105,KNOCK:432
1700689540106,KNOCK:512
1700689540113,KNOCK:336
1700689540115,KNOCK:368
1700689540116,KNOCK:1456
1700689540118,KNOCK:1552
1700689540120,KNOCK:896
1700689540121,KNOCK:32
1700689540123,KNOCK:240
1700689540125,KNOCK:608
1700689540130,KNOCK:48
1700689540134,KNOCK:2192
1700689540135,KNOCK:2048
1700689540137,KNOCK:1040
1700689540139,KNOCK:80
1700689540140,KNOCK:416
1700689540148,KNOCK:1136
1700689540149,KNOCK:48
1700689540151,KNOCK:1584
1700689540152,KNOCK:1456
1700689540154,KNOCK:608
1700689540156,KNOCK:416
1700689540164,KNOCK:1280
1700689540167,KNOCK:1232
1700689540169,KNOCK:592
1700689540170,KNOCK:1024
1700689540172,KNOCK:704
1700689540174,KNOCK:512
1700689540180,KNOCK:192
1700689540181,KNOCK:672
1700689540183,KNOCK:1344
1700689540185,KNOCK:144
1700689540186,KNOCK:1328
1700689540188,KNOCK:1168
1700689540193,KNOCK:384
1700689540196,KNOCK:384
1700689540199,KNOCK:1184
1700689540200,KNOCK:1920
1700689540203,KNOCK:1328
1700689540205,KNOCK:1168
1700689540206,KNOCK:560
1700689540208,KNOCK:48
1700689540214,KNOCK:736
1700689540216,KNOCK:224
1700689540219,KNOCK:1328
1700689540221,KNOCK:1088
1700689540222,KNOCK:1296
1700689540224,KNOCK:624
1700689540227,KNOCK:16
1700689540230,KNOCK:96
1700689540231,KNOCK:1088
1700689540233,KNOCK:1152
1700689540235,KNOCK:1280
1700689540236,KNOCK:432
1700689540238,KNOCK:1376
1700689540247,KNOCK:672
1700689540248,KNOCK:80
1700689540250,KNOCK:1952
1700689540252,KNOCK:1488
1700689540254,KNOCK:800
1700689540256,KNOCK:576
1700689540259,KNOCK:1040
1700689540260,KNOCK:256
1700689540263,KNOCK:848
1700689540265,KNOCK:1136
1700689540267,KNOCK:480
1700689540269,KNOCK:1344
1700689540271,KNOCK:1104
1700689540272,KNOCK:1120
1700689540274,KNOCK:688
1700689540279,KNOCK:128
1700689540282,KNOCK:1728
1700689540284,KNOCK:1184
1700689540286,KNOCK:1072
1700689540287,KNOCK:1088
1700689540292,KNOCK:704
1700689540293,KNOCK:640
1700689540296,KNOCK:304
1700689540301,KNOCK:1328
1700689540303,KNOCK:1536
1700689540304,KNOCK:1168
1700689540306,KNOCK:1216
1700689540314,KNOCK:864
1700689540317,KNOCK:1056
1700689540319,KNOCK:64
1700689540321,KNOCK:784
1700689540322,KNOCK:1088
1700689540327,KNOCK:480
1700689540331,KNOCK:928
1700689540334,KNOCK:1360
1700689540337,KNOCK:1216
1700689540339,KNOCK:352
1700689540340,KNOCK:304
1700689540348,KNOCK:704
1700689540350,KNOCK:512
1700689540352,KNOCK:1104
1700689540354,KNOCK:976
1700689540356,KNOCK:1216
1700689540357,KNOCK:528
1700689540365,KNOCK:864
1700689540367,KNOCK:1904
1700689540369,KNOCK:1872
1700689540370,KNOCK:1328
1700689540372,KNOCK:1488
1700689540374,KNOCK:720
1700689540381,KNOCK:336
1700689540383,KNOCK:1232
1700689540384,KNOCK:1792
1700689540387,KNOCK:816
1700689540389,KNOCK:1200
1700689540390,KNOCK:256
1700689540392,KNOCK:240
1700689540397,KNOCK:448
1700689540398,KNOCK:256
1700689540400,KNOCK:480
1700689540402,KNOCK:1056
1700689540406,KNOCK:192
1700689540408,KNOCK:304
1700689540409,KNOCK:1680
1700689540411,KNOCK:176
1700689540413,KNOCK:256
1700689540414,KNOCK:144
1700689540416,KNOCK:1408
1700689540418,KNOCK:1776
1700689540419,KNOCK:1600
1700689540421,KNOCK:720
1700689540422,KNOCK:32
1700689540430,KNOCK:96
1700689540432,KNOCK:912
1700689540435,KNOCK:1200
1700689540436,KNOCK:1440
1700689540438,KNOCK:1760
1700689540439,KNOCK:1024
1700689540447,KNOCK:176
1700689540448,KNOCK:48
1700689540450,KNOCK:192
1700689540453,KNOCK:1568
1700689540455,KNOCK:416
1700689540456,KNOCK:224
1700689540464,KNOCK:96
1700689540466,KNOCK:528
1700689540468,KNOCK:992
1700689540470,KNOCK:1424
1700689540472,KNOCK:1712
1700689540473,KNOCK:1120
1700689540481,KNOCK:528
1700689540483,KNOCK:1328
1700689540484,KNOCK:1936
1700689540486,KNOCK:752
1700689540487,KNOCK:352
1700689540489,KNOCK:1312
1700689540499,KNOCK:1280
1700689540500,KNOCK:352
1700689540502,KNOCK:1168
1700689540504,KNOCK:1280
1700689540505,KNOCK:1312
1700689540507,KNOCK:864
1700689540514,KNOCK:480
1700689540516,KNOCK:2080
1700689540517,KNOCK:912
1700689540519,KNOCK:1440
1700689540521,KNOCK:1280
1700689540524,KNOCK:416
1700689540530,KNOCK:432
1700689540532,KNOCK:448
1700689540534,KNOCK:1472
1700689540536,KNOCK:480
1700689540538,KNOCK:1296
1700689540548,KNOCK:960
1700689540550,KNOCK:1936
1700689540551,KNOCK:1248
1700689540553,KNOCK:448
1700689540555,KNOCK:1840
1700689540558,KNOCK:176
1700689540565,KNOCK:512
1700689540567,KNOCK:1696
1700689540568,KNOCK:1968
1700689540570,KNOCK:1120
1700689540572,KNOCK:224
1700689540581,KNOCK:1024
1700689540583,KNOCK:944
1700689540584,KNOCK:1552
1700689540586,KNOCK:848
1700689540588,KNOCK:576
1700689540590,KNOCK:384
1700689540600,KNOCK:576
1700689540601,KNOCK:1952
1700689540603,KNOCK:720
1700689540604,KNOCK:1520
1700689540610,KNOCK:432
1700689540614,KNOCK:208
1700689540615,KNOCK:128
1700689540617,KNOCK:1216
1700689540619,KNOCK:1024
1700689540620,KNOCK:1072
1700689540622,KNOCK:384
1700689540624,KNOCK:32
1700689540633,KNOCK:1952
1700689540635,KNOCK:784
1700689540636,KNOCK:1456
1700689540638,KNOCK:1440
1700689540639,KNOCK:608
1700689540644,KNOCK:800
1700689540650,KNOCK:1376
1700689540651,KNOCK:1504
1700689540653,KNOCK:704
1700689540654,KNOCK:1872
1700689540658,KNOCK:192
1700689540664,KNOCK:448
1700689540666,KNOCK:1824
1700689540668,KNOCK:1296
1700689540669,KNOCK:800
1700689540671,KNOCK:1200
1700689540673,KNOCK:336
1700689540680,KNOCK:368
1700689540682,KNOCK:192
1700689540683,KNOCK:336
1700689540685,KNOCK:1424
1700689540687,KNOCK:912
1700689540688,KNOCK:1072
1700689540698,KNOCK:848
1700689540699,KNOCK:1744
1700689540701,KNOCK:128
1700689540703,KNOCK:448
1700689540704,KNOCK:960
1700689540707,KNOCK:496
1700689540716,KNOCK:672
1700689540717,KNOCK:1424
1700689540719,KNOCK:1472
1700689540720,KNOCK:1088
1700689540723,KNOCK:368
1700689540730,KNOCK:592
1700689540733,KNOCK:144
1700689540734,KNOCK:848
1700689540736,KNOCK:528
1700689540737,KNOCK:528
1700689540739,KNOCK:208
1700689540743,KNOCK:784
1700689540747,KNOCK:160
1700689540749,KNOCK:336
1700689540752,KNOCK:1248
1700689540754,KNOCK:1040
1700689540758,KNOCK:992
1700689540763,KNOCK:512
1700689540765,KNOCK:848
1700689540767,KNOCK:832
1700689540769,KNOCK:1024
1700689540771,KNOCK:1216
1700689540774,KNOCK:768
1700689540782,KNOCK:592
1700689540783,KNOCK:1968
1700689540785,KNOCK:1664
1700689540787,KNOCK:1120
1700689540789,KNOCK:1120
1700689540791,KNOCK:192
1700689540794,KNOCK:16
1700689540798,KNOCK:800
1700689540802,KNOCK:16
1700689540804,KNOCK:1184
1700689540808,KNOCK:432
1700689540814,KNOCK:464
1700689540816,KNOCK:1024
1700689540818,KNOCK:2032
1700689540820,KNOCK:832
1700689540821,KNOCK:1296
1700689540824,KNOCK:1280
1700689540827,KNOCK:144
1700689540830,KNOCK:528
1700689540831,KNOCK:688
1700689540833,KNOCK:320
1700689540835,KNOCK:1824
1700689540837,KNOCK:800
1700689540838,KNOCK:1312
1700689540841,KNOCK:944
1700689540848,KNOCK:16
1700689540850,KNOCK:1440
1700689540852,KNOCK:416
1700689540853,KNOCK:640
1700689540855,KNOCK:1344
1700689540860,KNOCK:544
1700689540865,KNOCK:1056
1700689540867,KNOCK:784
1700689540868,KNOCK:448
1700689540870,KNOCK:1456
1700689540872,KNOCK:272
1700689540873,KNOCK:816
1700689540875,KNOCK:1232
1700689540880,KNOCK:848
1700689540882,KNOCK:496
1700689540884,KNOCK:1888
1700689540886,KNOCK:1456
1700689540887,KNOCK:1184
1700689540889,KNOCK:688
1700689540897,KNOCK:576
1700689540898,KNOCK:128
1700689540900,KNOCK:1360
1700689540902,KNOCK:1632
1700689540903,KNOCK:832
1700689540905,KNOCK:288
1700689540908,KNOCK:496
1700689540911,KNOCK:576
1700689540913,KNOCK:592
1700689540916,KNOCK:1456
1700689540919,KNOCK:704
1700689540921,KNOCK:688
1700689540923,KNOCK:640
1700689540925,KNOCK:368
1700689540930,KNOCK:272
1700689540932,KNOCK:592
1700689540934,KNOCK:1808
1700689540935,KNOCK:416
1700689540937,KNOCK:1088
1700689540939,KNOCK:896
1700689540940,KNOCK:16
1700689540945,KNOCK:80
1700689540947,KNOCK:160
1700689540950,KNOCK:928
1700689540951,KNOCK:2224
1700689540953,KNOCK:1104
1700689540955,KNOCK:928
1700689540963,KNOCK:176
1700689540965,KNOCK:464
1700689540966,KNOCK:960
1700689540968,KNOCK:1296
1700689540970,KNOCK:688
1700689540972,KNOCK:976
1700689540976,KNOCK:448
1700689540977,KNOCK:400
1700689540980,KNOCK:768
1700689540982,KNOCK:592
1700689540983,KNOCK:688
1700689540985,KNOCK:1760
1700689540986,KNOCK:832
1700689540988,KNOCK:480
1700689540990,KNOCK:576
1700689540992,KNOCK:304
1700689540994,KNOCK:80
1700689540995,KNOCK:32
1700689540999,KNOCK:992
1700689541001,KNOCK:1600
1700689541002,KNOCK:1344
1700689541004,KNOCK:1248
1700689541005,KNOCK:320
1700689541011,KNOCK:400
1700689541014,KNOCK:656
1700689541015,KNOCK:1360
1700689541016,KNOCK:2224
1700689541018,KNOCK:1952
1700689541019,KNOCK:800
1700689541021,KNOCK:800
1700689541032,KNOCK:896
1700689541033,KNOCK:1920
